source,relative_path,doc_type,parser,parse_status,quality_status,ingest_status,pages_total,pages_parsed,ocr_pages,table_pages,empty_pages,chars_total,avg_chars_per_page,valid_char_ratio,garble_score,table_count,table_fact_count,table_review_count,artifact_dir,notes
Niyomvon等 - 2022 - Comparison of the Chemical Properties of Vinegar Obtained via One-Step Fermentation and Sequential Fermentation from Dragon Fruit and Pineapple.pdf,papers/Niyomvon等 - 2022 - Comparison of the Chemical Properties of Vinegar Obtained via One-Step Fermentation and Sequential Fermentation from Dragon Fruit and Pineapple.pdf,文献,pdfplumber,ok,pass,ingested,10,10,0,0,0,35180,3518.0,0.9907,0.0093,0,0,0,parsed_docs/Niyomvon等_-_2022_-_Comparison_of_the_Chemical_Properties_of_Vinegar_Obtained_via__e483f1f4,
Nosratabadi 等 - 2024 - Estamaran date vinegar chemical and microbial dynamics during fermentation.pdf,papers/Nosratabadi 等 - 2024 - Estamaran date vinegar chemical and microbial dynamics during fermentation.pdf,文献,pdfplumber,ok,pass,ingested,13,54,0,3,0,58643,1085.98,0.984,0.016,3,38,1,parsed_docs/Nosratabadi_等_-_2024_-_Estamaran_date_vinegar_chemical_and_microbial_dynamics_du__b4bff8cf,
Núñez 等 - 2024 - Citrate-buffered Yamanaka medium allows to produce high-yield bacterial nanocellulose in static cult.pdf,papers/Núñez 等 - 2024 - Citrate-buffered Yamanaka medium allows to produce high-yield bacterial nanocellulose in static cult.pdf,文献,pdfplumber,ok,pass,ingested,14,83,0,1,0,66257,798.28,0.9826,0.0174,3,66,0,parsed_docs/Nu_n_ez_等_-_2024_-_Citrate-buffered_Yamanaka_medium_allows_to_produce_high-yield__44adcd81,
Ocho Bernal 等 - 2023 - Microbiological quality of microgreen seeds purchased from online vendors and evaluating seed decont.pdf,papers/Ocho Bernal 等 - 2023 - Microbiological quality of microgreen seeds purchased from online vendors and evaluating seed decont.pdf,文献,pdfplumber,ok,pass,ingested,11,127,0,5,0,65046,512.17,0.9557,0.0444,7,109,0,parsed_docs/Ocho_Bernal_等_-_2023_-_Microbiological_quality_of_microgreen_seeds_purchased_fro__c4c2760e,
Odahara 等 - 2008 - Hypotensive Effect of Black Malt Vinegar on Spontaneously Hypertensive Rats.pdf,papers/Odahara 等 - 2008 - Hypotensive Effect of Black Malt Vinegar on Spontaneously Hypertensive Rats.pdf,文献,pdfplumber,ok,pass,ingested,6,6,0,0,0,30571,5095.17,0.964,0.0422,0,0,0,parsed_docs/Odahara_等_-_2008_-_Hypotensive_Effect_of_Black_Malt_Vinegar_on_Spontaneously_Hyp__d26adf10,
Oguntoyinbo 等 - 2016 - Produce from Africa’s Gardens Potential for Leafy Vegetable and Fruit Fermentations.pdf,papers/Oguntoyinbo 等 - 2016 - Produce from Africa’s Gardens Potential for Leafy Vegetable and Fruit Fermentations.pdf,文献,pdfplumber,ok,pass,ingested,14,89,0,3,0,94977,1067.16,0.9866,0.0134,3,72,0,parsed_docs/Oguntoyinbo_等_-_2016_-_Produce_from_Africa_s_Gardens_Potential_for_Leafy_Vegetab__91f5b92a,
"Oie 等 - 2011 - Disinfection Methods for Spores of Bacillus atrophaeus, B. anthracis, Clostridium tetani, C. botulin.pdf","papers/Oie 等 - 2011 - Disinfection Methods for Spores of Bacillus atrophaeus, B. anthracis, Clostridium tetani, C. botulin.pdf",文献,pdfplumber,ok,pass,ingested,5,79,0,3,0,53896,682.23,0.9457,0.0543,3,71,0,parsed_docs/Oie_等_-_2011_-_Disinfection_Methods_for_Spores_of_Bacillus_atrophaeus_B._anthrac__b478b4ae,
Okazaki 等 - 2010 - Microbiological and biochemical survey on the transition of fermentative processes in Fukuyama pot v.pdf,papers/Okazaki 等 - 2010 - Microbiological and biochemical survey on the transition of fermentative processes in Fukuyama pot v.pdf,文献,pdfplumber,ok,pass,ingested,7,7,0,0,0,24688,3526.86,0.999,0.0011,0,0,0,parsed_docs/Okazaki_等_-_2010_-_Microbiological_and_biochemical_survey_on_the_transition_of_f__1a170d90,
Okoń等 - 2024 - The Effect of Apple Vinegar Addition on the Quality and Shelf Life of Cooked Sausage during Chilling Storage.pdf,papers/Okoń等 - 2024 - The Effect of Apple Vinegar Addition on the Quality and Shelf Life of Cooked Sausage during Chilling Storage.pdf,文献,pdfplumber,ok,pass,ingested,15,26,0,5,0,61058,2348.38,0.9773,0.0227,5,6,1,parsed_docs/Okon_等_-_2024_-_The_Effect_of_Apple_Vinegar_Addition_on_the_Quality_and_Shelf_Li__b168a627,
Oliveira 等 - 2026 - Development and characterization of two plant-based cheese analogs with full oat use.pdf,papers/Oliveira 等 - 2026 - Development and characterization of two plant-based cheese analogs with full oat use.pdf,文献,pdfplumber,ok,pass,ingested,10,143,0,5,0,63185,441.85,0.9611,0.039,11,122,4,parsed_docs/Oliveira_等_-_2026_-_Development_and_characterization_of_two_plant-based_cheese_a__22900a84,
Omata 等 - 2021 - Distribution and genome structures of temperate phages in acetic acid bacteria.pdf,papers/Omata 等 - 2021 - Distribution and genome structures of temperate phages in acetic acid bacteria.pdf,文献,pdfplumber,ok,pass,ingested,14,172,0,5,0,115689,672.61,0.9797,0.0203,7,151,2,parsed_docs/Omata_等_-_2021_-_Distribution_and_genome_structures_of_temperate_phages_in_aceti__eec968c7,
Opperman 等 - 2025 - Sustainable strategies for sodium reduction in biltong by improving healthiness without impairing sa.pdf,papers/Opperman 等 - 2025 - Sustainable strategies for sodium reduction in biltong by improving healthiness without impairing sa.pdf,文献,pdfplumber,ok,pass,ingested,6,193,0,5,0,73645,381.58,0.9402,0.0602,13,174,1,parsed_docs/Opperman_等_-_2025_-_Sustainable_strategies_for_sodium_reduction_in_biltong_by_im__bf065a09,
Ortiz-Romero 等 - 2018 - A viability study of C–O isotope fingerprint for different geographical provenances of Spanish wine.pdf,papers/Ortiz-Romero 等 - 2018 - A viability study of C–O isotope fingerprint for different geographical provenances of Spanish wine.pdf,文献,paddleocr,ocr,pass,ingested,20,20,19,0,0,31415,1570.75,0.9748,0.0252,0,0,0,parsed_docs/Ortiz-Romero_等_-_2018_-_A_viability_study_of_C_O_isotope_fingerprint_for_differe__3e88d936,
Ou 等 - 2023 - Utilization of Lemon Peel for the Production of Vinegar by a Combination of Alcoholic and Acetic Fer.pdf,papers/Ou 等 - 2023 - Utilization of Lemon Peel for the Production of Vinegar by a Combination of Alcoholic and Acetic Fer.pdf,文献,pdfplumber,ok,pass,ingested,17,25,0,3,0,55024,2200.96,0.984,0.0161,3,5,1,parsed_docs/Ou_等_-_2023_-_Utilization_of_Lemon_Peel_for_the_Production_of_Vinegar_by_a_Combi__518a3650,
OuYang 等 - 2025 - Synthetic microbial consortium enhances acetoin production and functional quality of citrus vinegar.pdf,papers/OuYang 等 - 2025 - Synthetic microbial consortium enhances acetoin production and functional quality of citrus vinegar.pdf,文献,pdfplumber,ok,pass,ingested,15,131,0,6,0,104096,794.63,0.9658,0.0343,9,107,1,parsed_docs/OuYang_等_-_2025_-_Synthetic_microbial_consortium_enhances_acetoin_production_and__f040b38d,
Oyaide 等 - 2022 - Enantioselective Determination of Hydroxy Amino Acids in Japanese Traditional Amber Rice Vinegars.pdf,papers/Oyaide 等 - 2022 - Enantioselective Determination of Hydroxy Amino Acids in Japanese Traditional Amber Rice Vinegars.pdf,文献,pdfplumber,ok,pass,ingested,7,61,0,3,0,37468,614.23,0.9743,0.0258,4,50,2,parsed_docs/Oyaide_等_-_2022_-_Enantioselective_Determination_of_Hydroxy_Amino_Acids_in_Japan__b9e368c5,
"Özdemir等 - 2022 - Phytochemical content, and antioxidant activity, and volatile compounds associated with the aromatic property, of the vinegar produced from rosehip fruit (Rosa canina L.).pdf","papers/Özdemir等 - 2022 - Phytochemical content, and antioxidant activity, and volatile compounds associated with the aromatic property, of the vinegar produced from rosehip fruit (Rosa canina L.).pdf",文献,pdfplumber,ok,pass,ingested,11,204,0,4,0,127732,626.14,0.9615,0.0389,4,189,0,parsed_docs/O_zdemir等_-_2022_-_Phytochemical_content_and_antioxidant_activity_and_volatile_c__1cb50268,
Padureanu等 - 2023 - Ultrasound Treatment Influence on Antioxidant Properties of Blueberry Vinegar.pdf,papers/Padureanu等 - 2023 - Ultrasound Treatment Influence on Antioxidant Properties of Blueberry Vinegar.pdf,文献,pdfplumber,ok,pass,ingested,18,57,0,4,0,67498,1184.18,0.9743,0.0261,4,35,0,parsed_docs/Padureanu等_-_2023_-_Ultrasound_Treatment_Influence_on_Antioxidant_Properties_of___826fa01a,
Pallach 等 - 2018 - Structure and inflammatory activity of the LPS isolated from Acetobacter pasteurianus CIP103108.pdf,papers/Pallach 等 - 2018 - Structure and inflammatory activity of the LPS isolated from Acetobacter pasteurianus CIP103108.pdf,文献,pdfplumber,ok,pass,ingested,9,38,0,1,0,48953,1288.24,0.98,0.02,1,28,0,parsed_docs/Pallach_等_-_2018_-_Structure_and_inflammatory_activity_of_the_LPS_isolated_from___4e025431,
"Pan 等 - 2022 - An investigation into biochar, acid-modified biochar, and wood vinegar on the remediation of saline−.pdf","papers/Pan 等 - 2022 - An investigation into biochar, acid-modified biochar, and wood vinegar on the remediation of saline−.pdf",文献,pdfplumber,ok,pass,ingested,11,11,0,0,0,30504,2773.09,0.9974,0.0027,0,0,0,parsed_docs/Pan_等_-_2022_-_An_investigation_into_biochar_acid-modified_biochar_and_wood_vine__e3c8cc77,
Park和Lee - 2013 - Anti-hyperlipidemic activity of Rhynchosia nulubilis seeds pickled with brown rice vinegar in.pdf,papers/Park和Lee - 2013 - Anti-hyperlipidemic activity of Rhynchosia nulubilis seeds pickled with brown rice vinegar in.pdf,文献,pdfplumber,ok,pass,ingested,7,119,0,4,0,61381,515.81,0.966,0.0345,5,107,2,parsed_docs/Park和Lee_-_2013_-_Anti-hyperlipidemic_activity_of_Rhynchosia_nulubilis_seeds_pic__087db3a0,
Park等 - 2026 - Classification of vinegar types using volatile compound profiles and machine learning.pdf,papers/Park等 - 2026 - Classification of vinegar types using volatile compound profiles and machine learning.pdf,文献,pdfplumber,ok,pass,ingested,10,74,0,2,0,73194,989.11,0.9824,0.0177,2,62,0,parsed_docs/Park等_-_2026_-_Classification_of_vinegar_types_using_volatile_compound_profiles___5d39189b,
Pazuch 等 - 2020 - Optimization and characterization of vinegar produced from rice bran.pdf,papers/Pazuch 等 - 2020 - Optimization and characterization of vinegar produced from rice bran.pdf,文献,pdfplumber,ok,pass,ingested,6,8,0,2,0,28915,3614.38,0.9828,0.0174,2,0,0,parsed_docs/Pazuch_等_-_2020_-_Optimization_and_characterization_of_vinegar_produced_from_ric__bb3e53ae,
Penas 等 - 2017 - Parameter estimation in large-scale systems biology models a parallel and self-adaptive cooperative.pdf,papers/Penas 等 - 2017 - Parameter estimation in large-scale systems biology models a parallel and self-adaptive cooperative.pdf,文献,pdfplumber,ok,pass,ingested,24,89,0,5,0,98411,1105.74,0.9765,0.0238,5,60,2,parsed_docs/Penas_等_-_2017_-_Parameter_estimation_in_large-scale_systems_biology_models_a_pa__fb60c665,
Peng 等 - 2022 - Distinct co-occurrence patterns and driving forces of abundant and rare bacterial communities in the.pdf,papers/Peng 等 - 2022 - Distinct co-occurrence patterns and driving forces of abundant and rare bacterial communities in the.pdf,文献,pdfplumber,ok,pass,ingested,14,98,0,4,0,76516,780.78,0.9751,0.0249,4,80,0,parsed_docs/Peng_等_-_2022_-_Distinct_co-occurrence_patterns_and_driving_forces_of_abundant_a__1fe71088,
Peng 等 - 2025 - Vinegar-processed frankincense extracts alleviate colorectal cancer by butyric acid mediating M1 tum.pdf,papers/Peng 等 - 2025 - Vinegar-processed frankincense extracts alleviate colorectal cancer by butyric acid mediating M1 tum.pdf,文献,pdfplumber,ok,pass,ingested,18,18,0,0,0,56679,3148.83,0.9936,0.0065,0,0,0,parsed_docs/Peng_等_-_2025_-_Vinegar-processed_frankincense_extracts_alleviate_colorectal_can__4bb7f446,
Peng 等 - 2026 - Flower vinegar prepared from Yunnan large-leaved tea tree prevents high-fat diet-induced obesity in.pdf,papers/Peng 等 - 2026 - Flower vinegar prepared from Yunnan large-leaved tea tree prevents high-fat diet-induced obesity in.pdf,文献,pdfplumber,ok,pass,ingested,17,33,0,1,0,56965,1726.21,0.9946,0.0055,1,15,0,parsed_docs/Peng_等_-_2026_-_Flower_vinegar_prepared_from_Yunnan_large-leaved_tea_tree_preven__94410459,
Perumpuli和Dilrukshi - 2022 - Vinegar A functional ingredient for human health.pdf,papers/Perumpuli和Dilrukshi - 2022 - Vinegar A functional ingredient for human health.pdf,文献,pdfplumber,ok,pass,ingested,16,16,0,0,0,60508,3781.75,0.999,0.001,0,0,0,parsed_docs/Perumpuli和Dilrukshi_-_2022_-_Vinegar_A_functional_ingredient_for_human_health__7ee93dc3,
Pérez-Burillo 等 - 2020 - Bioactivity of food melanoidins is mediated by gut microbiota.pdf,papers/Pérez-Burillo 等 - 2020 - Bioactivity of food melanoidins is mediated by gut microbiota.pdf,文献,pdfplumber,ok,pass,ingested,35,165,0,7,0,73911,447.95,0.9606,0.0395,8,122,1,parsed_docs/Pe_rez-Burillo_等_-_2020_-_Bioactivity_of_food_melanoidins_is_mediated_by_gut_mic__af4b4f49,
Photos-Jones 等 - 2020 - On metal and ‘spoiled’ wine analysing psimythion (synthetic cerussite) pellets (5th–3rd centuries B.pdf,papers/Photos-Jones 等 - 2020 - On metal and ‘spoiled’ wine analysing psimythion (synthetic cerussite) pellets (5th–3rd centuries B.pdf,文献,pdfplumber,ok,pass,ingested,14,16,0,2,0,50561,3160.06,0.99,0.0101,2,0,1,parsed_docs/Photos-Jones_等_-_2020_-_On_metal_and_spoiled_wine_analysing_psimythion_synthetic__010835a2,
Pinto De Rezende 等 - 2025 - Impact of Red Wine Vinegar-Based Solution on Bacterial Communities of Squid and Shrimp Skewers A Cl.pdf,papers/Pinto De Rezende 等 - 2025 - Impact of Red Wine Vinegar-Based Solution on Bacterial Communities of Squid and Shrimp Skewers A Cl.pdf,文献,pdfplumber,ok,pass,ingested,11,65,0,2,0,63142,971.42,0.9827,0.0173,2,52,0,parsed_docs/Pinto_De_Rezende_等_-_2025_-_Impact_of_Red_Wine_Vinegar-Based_Solution_on_Bacteri__d3fd6f67,
Pinto 等 - 2008 - Vinegar as an antimicrobial agent for control of Candida spp. in complete denture wearers.pdf,papers/Pinto 等 - 2008 - Vinegar as an antimicrobial agent for control of Candida spp. in complete denture wearers.pdf,文献,pdfplumber,ok,pass,ingested,6,83,0,3,0,43303,521.72,0.97,0.0301,4,73,0,parsed_docs/Pinto_等_-_2008_-_Vinegar_as_an_antimicrobial_agent_for_control_of_Candida_spp._i__8bf90f11,
Pinu等 - 2016 - Vinegar Metabolomics An Explorative Study of Commercial Balsamic Vinegars Using Gas Chromatography-Mass Spectrometry.pdf,papers/Pinu等 - 2016 - Vinegar Metabolomics An Explorative Study of Commercial Balsamic Vinegars Using Gas Chromatography-Mass Spectrometry.pdf,文献,pdfplumber,ok,pass,ingested,15,38,0,5,0,62069,1633.39,0.9558,0.0442,5,18,1,parsed_docs/Pinu等_-_2016_-_Vinegar_Metabolomics_An_Explorative_Study_of_Commercial_Balsamic___9c58c5a3,
Pratiwi等 - 2026 - Enhancement of phenolic content and antioxidant activity in snakefruit (Salacca zalacca (Gaerth.)Voss) vinegar by malolactic fermentation with Lactobacillus plantarum.pdf,papers/Pratiwi等 - 2026 - Enhancement of phenolic content and antioxidant activity in snakefruit (Salacca zalacca (Gaerth.)Voss) vinegar by malolactic fermentation with Lactobacillus plantarum.pdf,文献,pdfplumber,ok,pass,ingested,9,10,0,1,0,30897,3089.7,0.9954,0.0047,1,0,0,parsed_docs/Pratiwi等_-_2026_-_Enhancement_of_phenolic_content_and_antioxidant_activity_in_sn__9279f3b9,
Prisacaru等 - 2021 - Physicochemical Characteristics of Vinegar from Banana Peels and Commercial Vinegars before and after In Vitro Digestion.pdf,papers/Prisacaru等 - 2021 - Physicochemical Characteristics of Vinegar from Banana Peels and Commercial Vinegars before and after In Vitro Digestion.pdf,文献,pdfplumber,ok,pass,ingested,14,91,0,2,0,74856,822.59,0.9751,0.0249,2,75,0,parsed_docs/Prisacaru等_-_2021_-_Physicochemical_Characteristics_of_Vinegar_from_Banana_Peels__95d46498,
Qi 等 - 2014 - High strength vinegar fermentation by Acetobacter pasteurianus via enhancing alcohol respiratory cha.pdf,papers/Qi 等 - 2014 - High strength vinegar fermentation by Acetobacter pasteurianus via enhancing alcohol respiratory cha.pdf,文献,pdfplumber,ok,pass,ingested,9,100,0,3,0,50888,508.88,0.9634,0.0367,3,88,0,parsed_docs/Qi_等_-_2014_-_High_strength_vinegar_fermentation_by_Acetobacter_pasteurianus_via__89a6a295,
"Qian 等 - 2022 - Comprehensive deciphering prophages in genus Acetobacter on the ecology, genomic features, toxin–ant.pdf","papers/Qian 等 - 2022 - Comprehensive deciphering prophages in genus Acetobacter on the ecology, genomic features, toxin–ant.pdf",文献,pdfplumber,ok,pass,ingested,16,63,0,1,0,67787,1075.98,0.9949,0.0051,1,46,0,parsed_docs/Qian_等_-_2022_-_Comprehensive_deciphering_prophages_in_genus_Acetobacter_on_the___fe9ac7fe,
Qiu 等 - 2021 - Classification of acetic acid bacteria and their acid resistant mechanism.pdf,papers/Qiu 等 - 2021 - Classification of acetic acid bacteria and their acid resistant mechanism.pdf,文献,pdfplumber,ok,pass,ingested,15,123,0,3,0,99460,808.62,0.9785,0.0216,3,105,0,parsed_docs/Qiu_等_-_2021_-_Classification_of_acetic_acid_bacteria_and_their_acid_resistant_m__7db80446,
"Radman等 - 2023 - Vinegar-Preserved Sea Fennel Chemistry, Color, Texture, Aroma, and Taste.pdf","papers/Radman等 - 2023 - Vinegar-Preserved Sea Fennel Chemistry, Color, Texture, Aroma, and Taste.pdf",文献,pdfplumber,ok,pass,ingested,13,47,0,2,0,46108,981.02,0.9587,0.0414,2,32,1,parsed_docs/Radman等_-_2023_-_Vinegar-Preserved_Sea_Fennel_Chemistry_Color_Texture_Aroma_and___76cbf35c,
Raju和Sazonov - 2020 - Detection of Oil-Containing Dressing on Salad Leaves Using Multispectral Imaging.pdf,papers/Raju和Sazonov - 2020 - Detection of Oil-Containing Dressing on Salad Leaves Using Multispectral Imaging.pdf,文献,pdfplumber,ok,pass,ingested,11,37,0,1,0,46739,1263.22,0.988,0.0122,1,25,0,parsed_docs/Raju和Sazonov_-_2020_-_Detection_of_Oil-Containing_Dressing_on_Salad_Leaves_Using__6d190280,
Ramírez Rojas 等 - 2022 - Microbes of traditional fermentation processes as synthetic biology chassis to tackle future food ch.pdf,papers/Ramírez Rojas 等 - 2022 - Microbes of traditional fermentation processes as synthetic biology chassis to tackle future food ch.pdf,文献,pdfplumber,ok,pass,ingested,11,60,0,1,0,69749,1162.48,0.992,0.008,1,48,0,parsed_docs/Rami_rez_Rojas_等_-_2022_-_Microbes_of_traditional_fermentation_processes_as_synt__73a9c9c7,
Rashedy - 2022 - Impact of some natural extracts on rooting performance of coratina olive cuttings.pdf,papers/Rashedy - 2022 - Impact of some natural extracts on rooting performance of coratina olive cuttings.pdf,文献,pdfplumber,ok,pass,ingested,17,148,0,5,0,88645,598.95,0.9686,0.0315,5,126,1,parsed_docs/Rashedy_-_2022_-_Impact_of_some_natural_extracts_on_rooting_performance_of_corat__79cbc03e,
Ríos-Reina 等 - 2017 - Characterization and authentication of Spanish PDO wine vinegars using multidimensional fluorescence.pdf,papers/Ríos-Reina 等 - 2017 - Characterization and authentication of Spanish PDO wine vinegars using multidimensional fluorescence.pdf,文献,paddleocr,ocr,pass,ingested,30,321,2,11,1,120819,376.38,0.9245,0.0755,16,276,6,parsed_docs/Ri_os-Reina_等_-_2017_-_Characterization_and_authentication_of_Spanish_PDO_wine_v__443e1867,
